"SAMPLES","CLASS","X","Y"
"cell2436","class3",-0.2005653413,-1.9485187099
"cell2437","class3",-0.7408934436,-2.0852016148
"cell2438","class3",0.298159298,-2.3460029861
"cell2439","class3",-0.6909039736,0.2780259776
"cell2440","class3",-3.0423310253,-2.8762863364
"cell2441","class3",-2.6124598903,-2.0944018733
"cell2442","class3",-0.2143970247,-1.9232934341
"cell2443","class3",0.0245319213,-1.1144059946
"cell2444","class3",-1.1945649912,-2.1868922527
"cell2445","class3",0.7243771641,-1.1016397298
"cell2446","class3",-2.409017904,-3.1803321634
"cell2447","class3",-1.5275917007,-0.3074308595
"cell2448","class3",-1.320242485,-1.7036560161
"cell2449","class3",-1.6145536791,-2.1352262329
"cell2450","class3",-1.4590298637,-3.4700075936
"cell2451","class3",-1.7767205892,-3.2459374558
"cell2452","class3",-0.1887844477,-2.5594402016
"cell2453","class3",-1.0330622946,-4.3740760982
"cell2454","class3",-3.0627366384,-2.0617457751
"cell2455","class3",-0.4431020326,-3.0666334774
"cell2456","class3",-0.6168149345,-0.810628982
"cell2457","class3",0.586100981,-0.1553398258
"cell2458","class3",-0.7613711728,-2.6047958566
"cell2459","class3",-1.5915189977,-1.7919671887
"cell2460","class3",0.3200342138,-2.2984115672
"cell2461","class3",-1.7754395517,-3.4699750391
"cell2462","class3",-1.4765840575,-1.3880000744
"cell2463","class3",-1.5317533993,-3.0085367893
"cell2464","class3",-1.6930485157,-4.3083367522
"cell2465","class3",-0.639050238,-1.7672606762
"cell2466","class3",-0.8922918742,-2.4797339691
"cell2467","class3",-2.8361473583,-2.3779030141
"cell2468","class3",-0.5646530106,-3.5735936719
"cell2469","class3",-1.826601305,-1.7693031116
"cell2470","class3",-1.0012316273,-2.3939045541
"cell2471","class3",-1.4754878438,-2.530638316
"cell2472","class3",-0.7568251579,-2.7131991848
"cell2473","class3",-0.5312297793,-1.4022899317
"cell2474","class3",-1.7607709076,-0.42032372
"cell2475","class3",-0.544563283,-3.7301639044
"cell2476","class3",-1.0444306669,-1.5370210565
"cell2477","class3",-1.5871367238,-2.2043527006
"cell2478","class3",-1.0645354489,-2.2075869212
"cell2479","class3",-0.0697458421,-1.194789006
"cell2480","class3",-0.1677770631,-1.9982260292
"cell2481","class3",-1.5910379221,-2.3504858219
"cell2482","class3",-1.4357633236,-0.883333845
"cell2483","class3",-0.1492401743,-2.2503908102
"cell2484","class3",-1.1996860286,-2.2467788958
"cell2485","class3",0.2094993575,0.1211410945
"cell2486","class3",-2.3048755151,-2.7892485532
"cell2487","class3",-0.4989003831,-2.4201592427
"cell2488","class3",-0.7097319605,-0.9811438678
"cell2489","class3",-0.1899810759,-0.823430352
"cell2490","class3",-0.5290665256,-2.4477047543
"cell2491","class3",-0.1683636201,-3.2048558999
"cell2492","class3",-1.7434847345,-0.9424266338
"cell2493","class3",0.4831231749,-1.5873792071
"cell2494","class3",-0.7544048057,-1.4503550793
"cell2495","class3",-0.1400844141,-2.5018124569
"cell2496","class3",-1.6960143277,-0.8665979883
"cell2497","class3",0.2262504072,-2.7978401902
"cell2498","class3",-1.0133627771,-1.5425900714
"cell2499","class3",-2.4815993156,-2.2026075483
"cell2500","class3",-0.9823580305,-2.7614234112
"cell2501","class3",-2.0603703542,-0.6922640949
"cell2502","class3",-2.6037632709,-1.2481928877
"cell2503","class3",-0.9958082562,-0.6128789252
"cell2504","class3",-0.5417124387,-1.4716063188
"cell2505","class3",-3.0100136917,-0.6627217364
"cell2506","class3",0.5408118365,-1.4026281583
"cell2507","class3",-0.3221538813,-2.2177508232
"cell2508","class3",-0.5124773872,-2.4921413456
"cell2509","class3",-0.8438770987,-1.377526832
"cell2510","class3",1.2186941681,-1.2339661252
"cell2511","class3",-1.1768325873,-1.1101636434
"cell2512","class3",-0.9734165556,-3.2404127238
"cell2513","class3",-1.0334369123,-2.9512974373
"cell2514","class3",-1.0096793024,-0.3820162901
"cell2515","class3",-1.1731155198,-1.6246162502
"cell2516","class3",-0.810249451,-1.6367970888
"cell2517","class3",-2.3296976014,-1.7737415815
"cell2518","class3",-1.1239595111,-0.6262680782
"cell2519","class3",-0.8058414472,-0.7544442897
"cell2520","class3",-2.5477391716,-1.2858853846
"cell2521","class3",-0.7888986562,-1.8264199219
"cell2522","class3",-1.4131804672,-2.4374817835
"cell2523","class3",-0.3079624655,-2.2605239966
"cell2524","class3",-2.8127220194,-2.8280087474
"cell2525","class3",-0.3950734548,-3.7119219796
"cell2526","class3",-1.6102550219,-0.7122671785
"cell2527","class3",-1.4688014943,-1.6637908239
"cell2528","class3",-1.0134248762,-2.9052614872
"cell2529","class3",-0.7916607914,-2.1773836878
"cell2530","class3",-1.2867302358,-0.1827011948
"cell2531","class3",-2.6718087696,-1.8433491052
"cell2532","class3",-0.1732597806,1.2347231542
"cell2533","class3",-2.6763961627,-1.5193591551
"cell2534","class3",-1.1553938431,-1.2724669964
"cell2535","class3",-1.313030468,-0.6859852821
"cell2536","class3",-0.8902779529,-1.0183255942
"cell2537","class3",-1.5178535947,-1.8346945666
"cell2538","class3",-1.1473979237,-1.5544341021
"cell2539","class3",-1.4847449933,-4.0828990646
"cell2540","class3",-1.3775537185,-1.8795693906
"cell2541","class3",-2.5898016155,-1.1622043737
"cell2542","class3",-0.8836009447,-2.2223494556
"cell2543","class3",-0.6179844963,-2.4336063292
"cell2544","class3",-1.8518585299,-3.7042173631
"cell2545","class3",0.1807558531,-1.3488283883
"cell2546","class3",-1.3088048095,-2.1989787048
"cell2547","class3",0.7384258993,-0.2769748441
"cell2548","class3",-2.1166918292,-1.9213066988
"cell2549","class3",-3.3598895848,-2.1373413467
"cell2550","class3",-2.022243659,-4.0341968585
"cell2551","class3",-2.7201839992,-2.6630060484
"cell2552","class3",-0.6358363175,-1.6611145676
"cell2553","class3",0.1606657035,-2.9573295386
"cell2554","class3",-1.3563626409,-1.6093538825
"cell2555","class3",-1.1454337308,-1.3320443133
"cell2556","class3",-1.3284334936,-2.630673834
"cell2557","class3",0.0488638784,-1.3229092062
"cell2558","class3",0.7820383924,-0.3992527849
"cell2559","class3",-2.1249128881,-1.5602666325
"cell2560","class3",0.1736821131,-2.2860875251
"cell2561","class3",-1.1061093891,-2.8671313918
"cell2562","class3",-0.9081745719,-1.2824823001
"cell2563","class3",0.9553027934,-2.7812544357
"cell2564","class3",-1.9595780229,-2.5652282159
"cell2565","class3",-0.5452845679,-2.3175044099
"cell2566","class3",-1.7732225221,-1.3544858532
"cell2567","class3",-1.8793431649,-3.5680326531
"cell2568","class3",-1.5159128758,-1.4792142306
"cell2569","class3",-0.4197915954,-1.2188791161
"cell2570","class3",0.0249049677,-2.5455544826
"cell2571","class3",0.1774574953,-2.9945763509
"cell2572","class3",-2.5405492158,-1.2985075215
"cell2573","class3",-1.1531386818,-3.8043874756
"cell2574","class3",1.2885473488,-2.652630116
"cell2575","class3",-1.1523013029,-1.3076830601
"cell2576","class3",-1.8768095755,-2.3813116531
"cell2577","class3",-1.9140790042,-1.7858772874
"cell2578","class3",-0.2453941485,-0.9024076623
"cell2579","class3",0.0883286432,-1.8024887508
"cell2580","class3",-1.6639079183,-1.7336631461
"cell2581","class3",-0.3804153485,-2.2341330326
"cell2582","class3",-1.976450055,-0.4251925748
"cell2583","class3",0.7647196535,-0.5676153159
"cell2584","class3",-0.3600761761,-3.2413344027
"cell2585","class3",-0.4449296181,-2.6562988323
"cell2586","class3",-0.8433954651,-1.8056264876
"cell2587","class3",-0.3651595837,-1.9644195039
"cell2588","class3",-2.9002642897,0.5067962334
"cell2589","class3",-0.3882916124,-1.2948883755
"cell2590","class3",-1.4330645707,-2.8209597576
"cell2591","class3",-2.7070202046,-3.6437454326
"cell2592","class3",-0.3336395421,-0.9578679886
"cell2593","class3",-0.9058477951,-1.7768308149
"cell2594","class3",-2.0553491882,-1.0479881125
"cell2595","class3",-1.3115762803,-2.6727209447
"cell2596","class3",-0.0367208492,-2.705686056
"cell2597","class3",-1.2966859827,-1.1402665618
"cell2598","class3",-1.4438978916,-2.5108115961
"cell2599","class3",-2.409949614,-1.9049800785
"cell2600","class3",-1.5012093906,-2.6023821282
"cell2601","class3",-0.6931527928,-0.5066480929
"cell2602","class3",-1.3309882005,-1.8653123376
"cell2603","class3",-1.6129784774,-2.7054016881
"cell2604","class3",-1.5899216144,-1.8523829854
"cell2605","class3",-0.0338783898,-3.1436217321
"cell2606","class3",-0.9253735314,-1.3320057598
"cell2607","class3",-0.2944089514,-1.1242409042
"cell2608","class3",-1.5520264243,-1.5758988486
"cell2609","class3",0.932416145,-2.4005595466
"cell2610","class3",0.5316866128,0.1746322741
"cell2611","class3",-1.1987021762,-1.7657455249
"cell2612","class3",0.5721411573,-2.8482201389
"cell2613","class3",-0.2040711495,-3.0141252989
"cell2614","class3",-2.0880392171,-1.414257122
"cell2615","class3",-3.7514835928,-1.7104212998
"cell2616","class3",-1.7730140447,-4.0472298616
"cell2617","class3",-1.5822633538,-1.8252697182
"cell2618","class3",-0.6900206258,-0.6619757897
"cell2619","class3",-2.48006771,-0.7121090703
"cell2620","class3",-0.1622074165,0.1194488873
"cell2621","class3",-1.5607370297,-1.0264210927
"cell2622","class3",-0.8936409826,-1.8103036425
"cell2623","class3",-0.2704664491,-1.4107362823
"cell2624","class3",0.1684328183,0.1195372292
"cell2625","class3",-0.575316532,-1.0609813698
"cell2626","class3",-1.9854051323,-2.6203119623
"cell2627","class3",0.003582782,-3.8624355173
"cell2628","class3",-1.1885311848,-2.4910630505
"cell2629","class3",-1.5126243272,-0.957441204
"cell2630","class3",-0.6212506413,-4.2131343791
"cell2631","class3",-1.0617621472,-3.5881994663
"cell2632","class3",-1.9574572064,-2.8263708814
"cell2633","class3",0.181307298,-1.3605381854
"cell2634","class3",-1.0499118593,-0.9393286742
"cell2635","class3",-0.7227963824,-0.9879860829
"cell2636","class3",-2.7199178328,-1.6214109232
"cell2637","class3",-1.4787946001,-3.5352918412
"cell2638","class3",-1.2239900618,-0.2058468455
"cell2639","class3",-1.336192072,-0.975379145
"cell2640","class3",1.7758152395,-1.01871983
"cell2641","class3",-1.6255454897,-1.3868855031
"cell2642","class3",0.6154762466,-1.3372010996
"cell2643","class3",2.0865662068,-1.5998900432
"cell2644","class3",-0.8881191145,-0.9630608317
"cell2645","class3",-1.947324629,-2.2976113338
"cell2646","class3",-2.5644024752,-1.2037745387
"cell2647","class3",-0.658716912,-0.3351202096
"cell2648","class3",-1.9742724424,-3.4186136038
"cell2649","class3",0.4228976279,-2.4455888376
"cell2650","class3",-1.7402274154,-2.4313836959
"cell2651","class3",-1.1981614096,-3.1915198994
"cell2652","class3",-1.1659087225,-2.4033756997
"cell2653","class3",-1.2829653836,-2.2883060829
"cell2654","class3",-0.1986418255,-2.0476965076
"cell2655","class3",-0.4726961416,-1.8341299512
"cell2656","class3",-1.2877707005,0.6613719319
"cell2657","class3",-2.3904348528,-0.5504224304
"cell2658","class3",-1.2671892995,-1.9657210285
"cell2659","class3",0.3271453749,-2.3441477585
"cell2660","class3",-1.3833484161,-1.0749148808
"cell2661","class3",-2.3086820128,-3.4570577974
"cell2662","class3",-0.5032181462,-3.0697066095
"cell2663","class3",-0.7257757861,-2.6480987237
"cell2664","class3",-2.1327015729,-1.5176715931
"cell2665","class3",0.7155431243,-1.87578263
"cell2666","class3",-0.6835821227,-1.8362146079
"cell2667","class3",-0.6949357104,-2.495936493
"cell2668","class3",-1.2482817313,-2.7865071824
"cell2669","class3",-2.3466295116,-3.1715716334
"cell2670","class3",-0.6391525604,-3.3174500544
"cell2671","class3",-0.0265276305,-0.8018736183
"cell2672","class3",-1.5458480546,-0.6344838425
"cell2673","class3",0.1730852148,-0.9432337124
"cell2674","class3",0.2049792506,-2.6891430843
"cell2675","class3",-1.9125094,-1.5955565298
"cell2676","class3",-0.6097578656,-2.9850077867
"cell2677","class3",-1.8910664427,-2.2471633572
"cell2678","class3",-0.5741016504,-2.5118966501
"cell2679","class3",-0.7675545598,-2.2046755811
"cell2680","class3",0.8893899061,-3.3476370004
"cell2681","class3",0.1656735143,-2.3744299541
"cell2682","class3",-1.5995519121,-2.0659044754
"cell2683","class3",0.0518487004,-2.837892775
"cell2684","class3",-0.7039240406,-0.537916868
"cell2685","class3",-2.1928841262,-3.6057932862
"cell2686","class3",-0.9601593034,-3.7787935101
"cell2687","class3",-1.6964602565,-0.4260394182
"cell2688","class3",-0.5679323901,-1.5279155418
"cell2689","class3",-0.9767804837,-2.679520279
"cell2690","class3",-2.0479416742,-1.9599010436
"cell2691","class3",-0.1948759567,-1.7475123268
"cell2692","class3",-0.3395462722,-1.6031238862
"cell2693","class3",-0.908420351,-1.7369410079
"cell2694","class3",0.094002725,-1.9444487941
"cell2695","class3",-1.9079281344,-1.572998288
"cell2696","class3",-1.5996402527,-2.9555239405
"cell2697","class3",-0.8275499183,-2.745238356
"cell2698","class3",-0.9982778222,-1.7059711476
"cell2699","class3",-0.5119457413,-1.7023775565
"cell2700","class3",-1.1188244298,-1.9465443015
"cell2701","class3",0.0848319406,-0.2578921535
"cell2702","class3",0.9752607185,-0.9566048094
"cell2703","class3",-0.3650545109,-1.0633562061
"cell2704","class3",-0.9291875844,-1.202808884
"cell2705","class3",0.5632644638,-3.210506614
"cell2706","class3",-1.8137997009,-0.705906468
"cell2707","class3",0.6182417237,-2.7832356792
"cell2708","class3",-0.3000820942,-1.7710990625
"cell2709","class3",1.0505925575,-2.0814419245
"cell2710","class3",-2.1105204362,-3.46812392
"cell2711","class3",-0.8182102118,-3.0664761228
"cell2712","class3",-0.1629210041,-1.5199635786
"cell2713","class3",0.8895418586,-1.1803545129
"cell2714","class3",-2.6185735149,-1.0439219997
"cell2715","class3",-0.9321732044,-0.6296694291
"cell2716","class3",0.4434879018,-0.8604742602
"cell2717","class3",0.119408899,-2.3513925583
"cell2718","class3",-1.8492468884,-2.546382192
"cell2719","class3",-1.4835628365,0.4088191372
"cell2720","class3",-3.2948583814,-2.1891058718
"cell2721","class3",-3.3198145197,-3.1923370797
"cell2722","class3",-1.3838600886,-4.1168257253
"cell2723","class3",-0.5717104221,-1.3871917535
"cell2724","class3",-1.1183776274,-0.875433436
"cell2725","class3",1.1274116609,-1.3222087581
"cell2726","class3",-0.8465303956,-2.04293481
"cell2727","class3",-0.4504606376,-2.6851583251
"cell2728","class3",-0.8692702864,-2.1220777284
"cell2729","class3",-2.0045440724,-0.9875140925
"cell2730","class3",-1.2788258942,-0.4970810116
"cell2731","class3",-1.2426437978,-1.1994364478
"cell2732","class3",-2.9623756305,-1.084131372
"cell2733","class3",-0.7701013296,-2.0993521387
"cell2734","class3",-1.2356008723,-1.9410937169
"cell2735","class3",-0.4372835698,-2.5144230108
"cell2736","class3",-3.0493896899,-2.0469425424
"cell2737","class3",-2.3647195767,-1.5369541214
"cell2738","class3",0.5908654039,-0.2037883886
"cell2739","class3",-1.0931692709,-1.3760076039
"cell2740","class3",-1.8766797694,-0.4282334225
"cell2741","class3",-1.6780766614,-2.6176913656
"cell2742","class3",0.8518760038,-1.2150170475
"cell2743","class3",-0.7262531375,-0.6949201055
"cell2744","class3",-1.7295064105,-1.1957339122
"cell2745","class3",-0.6214079955,-1.1680061367
"cell2746","class3",-1.1186982731,-1.8710830226
"cell2747","class3",-0.487113899,-3.720527833
"cell2748","class3",-0.3354331436,-1.7678551694
"cell2749","class3",-1.8176803997,-3.0411834886
"cell2750","class3",-0.9680421106,-1.917777089
"cell2751","class3",-0.8566997972,-1.3449954907
"cell2752","class3",-0.8647604488,-2.753531098
"cell2753","class3",-1.3124008627,-1.0983345078
"cell2754","class3",-0.7471452729,-1.4515057697
"cell2755","class3",-0.4195217694,-2.9525211743
"cell2756","class3",-0.9475480357,-1.197515926
"cell2757","class3",-0.7713041705,-2.6536042433
"cell2758","class3",-1.5248400216,-3.9610747279
"cell2759","class3",-1.0869251983,-2.4608898564
"cell2760","class3",-2.9483139446,-1.8595060012
"cell2761","class3",-0.1803566866,-2.3382332793
"cell2762","class3",0.5001952881,-1.9450056409
"cell2763","class3",0.10647392,-0.6960029521
"cell2764","class3",-1.4545614031,-2.1748833008
"cell2765","class3",0.1200804895,-2.1015900604
"cell2766","class3",-1.1849509731,-2.2094095635
"cell2767","class3",0.0323031767,-3.0947856548
"cell2768","class3",-1.145669531,-2.0670803093
"cell2769","class3",-0.4057617778,-1.1793459902
"cell2770","class3",-0.5898641525,-2.3411022615
"cell2771","class3",-3.1895273105,-2.7529240755
"cell2772","class3",-0.4414084146,-2.4419219176
"cell2773","class3",-1.6354177583,-1.3205487118
"cell2774","class3",-0.8300465787,-2.0677164616
"cell2775","class3",-1.7949743339,-1.4196592939
"cell2776","class3",0.8260520895,-2.3776776068
"cell2777","class3",-0.4873377278,-2.3679308447
"cell2778","class3",-1.9221373578,-1.8901073331
"cell2779","class3",-0.3396589573,-1.7485495301
"cell2780","class3",-0.6516794333,-1.901704475
"cell2781","class3",-0.0504859375,-2.9621874217
"cell2782","class3",-1.83901657,-1.7381390277
"cell2783","class3",-1.7391118004,-2.1516521284
"cell2784","class3",-2.0591107723,-2.8182142408
"cell2785","class3",-1.6473247008,-0.7875621186
"cell2786","class3",-0.1415412023,-3.4021529309
"cell2787","class3",0.8070832746,-2.8697423907
"cell2788","class3",0.3242065939,-0.9712866299
"cell2789","class3",-1.856632847,-1.3977163036
"cell2790","class3",-1.6664154802,-1.9461272158
"cell2791","class3",-1.2161645487,-2.0193237775
"cell2792","class3",-1.5098689542,-1.1553480135
"cell2793","class3",0.1318069394,-0.3690450887
"cell2794","class3",-1.6569067152,-2.1432958291
"cell2795","class3",-0.6050538034,-0.8981863996
"cell2796","class3",-1.1906123968,-1.6502820197
"cell2797","class3",-0.339369503,-3.4563806357
"cell2798","class3",-1.3403356428,-2.2129111868
"cell2799","class3",-0.4157597873,-2.3471670144
"cell2800","class3",-1.8488810233,-2.7693828489
"cell2801","class3",-1.7768267871,-2.1058354208
"cell2802","class3",-1.4421637466,-1.9431359213
"cell2803","class3",-1.1152543374,-0.8386637809
"cell2804","class3",0.0525529801,-2.777216843
"cell2805","class3",-0.7462997361,-1.6139239229
"cell2806","class3",-0.8154231903,-3.3209246697
"cell2807","class3",-0.6394043818,-1.2770520937
"cell2808","class3",-2.2678688553,-1.8979970444
"cell2809","class3",-1.1239861301,-2.6984595969
"cell2810","class3",-0.3945075591,-2.7473148266
"cell2811","class3",-1.4411313201,-0.7252113816
"cell2812","class3",-1.6963226454,-0.8671385587
"cell2813","class3",-0.4008639263,-0.7481739938
"cell2814","class3",-1.4959873,-2.4731009636
"cell2815","class3",-1.1066824892,-1.3331209608
"cell2816","class3",-1.3343719334,-2.0974607714
"cell2817","class3",-0.0556593707,-1.4316219129
"cell2818","class3",0.0106636917,-1.2076965594
"cell2819","class3",-1.2638449708,0.0924500182
"cell2820","class3",-2.2008802561,-1.9878144786
"cell2821","class3",-0.5500918986,-2.1932606403
"cell2822","class3",-1.3293925979,-3.0713948776
"cell2823","class3",0.4646593308,-2.2638218212
"cell2824","class3",-0.2532487857,-1.3050270348
"cell2825","class3",-1.8486541189,-2.4975610368
"cell2826","class3",-1.5380742892,-1.8253289529
"cell2827","class3",-1.7903765334,-4.548977222
"cell2828","class3",-0.0619842384,-3.6753112213
"cell2829","class3",-2.145867538,-1.5707027199
"cell2830","class3",-0.1960884079,-0.6167321452
"cell2831","class3",-2.4126786414,-2.6571461418
"cell2832","class3",-1.8208593015,-1.6411098333
"cell2833","class3",-0.6361069741,-4.2595343501
"cell2834","class3",-2.1429424871,-3.6224824218
"cell2835","class3",0.1555675419,-1.2877651753
"cell2836","class3",0.0097121979,-1.4980748931
"cell2837","class3",-1.8137991193,-0.0315761598
"cell2838","class3",-1.2080978033,-0.2916379413
"cell2839","class3",-0.8591414539,-3.0130789663
"cell2840","class3",-0.7838039832,-2.7140462183
"cell2841","class3",-2.5074837171,-1.396866194
"cell2842","class3",-2.557241924,-1.9383328778
"cell2843","class3",-0.9847020614,-1.549028688
"cell2844","class3",-1.052266164,-1.5892730941
"cell2845","class3",-3.4316782325,-1.8470987473
"cell2846","class3",-1.367719402,-1.550406619
"cell2847","class3",-1.156647699,-1.4342911611
"cell2848","class3",-1.4307800618,-1.1747789851
"cell2849","class3",-0.6704253947,-3.0674889944
"cell2850","class3",-0.6872281361,-2.4276268093
"cell2851","class3",-0.0955512459,-1.1848615926
"cell2852","class3",-0.9938478295,-1.1292006896
"cell2853","class3",-0.4850742907,-1.251154386
"cell2854","class3",-1.4728331408,-3.2747165388
"cell2855","class3",-2.6373581024,-1.3185428165
"cell2856","class3",-0.2937390908,-2.1005895752
"cell2857","class3",-2.0093697231,-1.7992576489
"cell2858","class3",-0.9435277171,-1.2732140677
"cell2859","class3",1.1756146294,-1.5672195509
"cell2860","class3",0.6432006986,-2.6210597052
"cell2861","class3",0.1095434643,-0.6229743154
"cell2862","class3",-1.9535091488,-3.375643018
"cell2863","class3",-0.4317151729,-2.9713605271
"cell2864","class3",-0.7157744972,-2.1654736578
"cell2865","class3",-0.2627987219,-1.3725318774
"cell2866","class3",-0.1655755938,-3.8525504279
"cell2867","class3",-2.5861449728,-4.4545886492
"cell2868","class3",-0.9954549302,-0.4335198491
"cell2869","class3",-1.160537049,-2.3250397719
"cell2870","class3",0.7486383092,-2.8859835295
"cell2871","class3",-2.2069447978,-0.365944056
"cell2872","class3",-1.9782622892,-0.0981905464
"cell2873","class3",-1.441296141,-1.1791188223
"cell2874","class3",-0.2757069705,-1.1639989457
"cell2875","class3",-0.707238265,-1.4968562646
"cell2876","class3",-0.7184176598,-1.4243017887
"cell2877","class3",-0.3754106818,-2.3223446513
"cell2878","class3",-1.3876787169,-2.005836185
"cell2879","class3",-0.1496538951,-2.1266829558
"cell2880","class3",-1.9240402519,-1.8303513317
"cell2881","class3",-0.633094828,-1.5314093702
"cell2882","class3",-1.1345497372,-1.970816327
"cell2883","class3",-0.6927915357,-2.8325673047
"cell2884","class3",-0.879203213,-2.2835564023
"cell2885","class3",-1.4000132526,-2.2842927929
"cell2886","class3",-3.5594623229,-2.815403945
"cell2887","class3",-1.4785427138,-2.1615468283
"cell2888","class3",-1.4480740265,-2.4637758014
"cell2889","class3",-0.9916483892,-2.9862137124
"cell2890","class3",-1.9692850743,-0.5913316245
"cell2891","class3",-1.6866810849,-1.9045267529
"cell2892","class3",-1.7091555617,-3.8568741615
"cell2893","class3",-0.9606320621,-1.6981474935
"cell2894","class3",-0.7453200376,-2.0748014777
"cell2895","class3",-1.1212048325,-1.5849018882
"cell2896","class3",-0.0501280274,-1.2484760758
"cell2897","class3",-0.119624181,-3.124799471
"cell2898","class3",-2.5075386554,0.0233128608
"cell2899","class3",0.3390719653,-1.5131335307
"cell2900","class3",-0.9870682858,-3.2149932302
"cell2901","class3",-0.4317262322,-2.7195370949
"cell2902","class3",-0.6805944751,-2.2079340016
"cell2903","class3",-2.0561964583,-0.8713254582
"cell2904","class3",-0.6432078464,-0.560567567
"cell2905","class3",-0.2181530568,-1.7928305749
"cell2906","class3",-2.2767505582,-1.5686658495
"cell2907","class3",-0.2607891953,-3.0425708453
"cell2908","class3",-0.6778576437,-1.6711727472
"cell2909","class3",-0.6327720745,-4.5644671655
"cell2910","class3",-0.425529754,-1.8486812912
"cell2911","class3",-0.8002560143,-0.6706220764
"cell2912","class3",0.9818145653,-3.1314542019
"cell2913","class3",0.0436327537,-2.098046546
"cell2914","class3",-2.8215955873,-2.8202060975
"cell2915","class3",-0.1018144694,-1.7545895452
"cell2916","class3",-0.994654184,-2.1373029318
"cell2917","class3",-2.1639321844,-2.7041888894
"cell2918","class3",-2.783270408,0.1031928167
"cell2919","class3",-0.0830539131,-2.4958186232
"cell2920","class3",-1.8370785983,-3.9970793716
"cell2921","class3",-0.4382607494,-2.3363459175
"cell2922","class3",-0.4076856233,-2.9145821206
"cell2923","class3",-0.7442369241,-2.8753128215
"cell2924","class3",-0.1038602042,-0.5524461627
"cell2925","class3",-0.3094222393,-3.7032292814
"cell2926","class3",-2.4174766146,-2.5476291545
"cell2927","class3",-0.2490738108,-2.7383427379
"cell2928","class3",0.0941740015,-4.6580363289
"cell2929","class3",-2.1019755971,-0.9022408491
"cell2930","class3",-0.6378987012,-0.091717483
"cell2931","class3",-2.0176911777,-1.7854633603
"cell2932","class3",-1.71544242,-2.7291060099
"cell2933","class3",-0.8023037049,-1.1380243296
"cell2934","class3",-0.2980701669,-1.8144160551
"cell2935","class3",-0.8737567713,-2.1106376286
"cell2936","class3",-1.3490293341,-1.0014369289
"cell2937","class3",-1.4846444837,-4.0680071732
"cell2938","class3",-0.6135793816,-1.1745085324
"cell2939","class3",-0.8448298743,-0.7171932083
"cell2940","class3",-0.8776675091,-1.3281689023
"cell2941","class3",-2.0322248833,-0.502561183
"cell2942","class3",-0.206941535,-1.8757183522
"cell2943","class3",0.9508422735,-0.7923852035
"cell2944","class3",0.1951905147,-2.4606405128
"cell2945","class3",-1.1953070025,-2.201434015
"cell2946","class3",-2.3890732375,-0.5057026932
"cell2947","class3",-1.645087194,-1.7167221523
"cell2948","class3",-1.0905729778,-1.9883019263
"cell2949","class3",-0.1026549296,-1.5873644647
"cell2950","class3",-1.5479703468,-2.0085204111
"cell2951","class3",-0.5998405161,-1.5100617002
"cell2952","class3",-0.8801446901,-3.3763130064
"cell2953","class3",-1.0859271105,-3.3050187345
"cell2954","class3",-0.4951043926,-5.2043456844
"cell2955","class3",-2.0714608654,-0.8289602649
"cell2956","class3",-1.0378240803,-2.0262513741
"cell2957","class3",-1.3628453057,-1.9398545566
"cell2958","class3",-2.0818990254,-3.1986083781
"cell2959","class3",-0.0519809704,-2.2779206782
"cell2960","class3",-0.3272735061,-1.1740570408
"cell2961","class3",-0.7382273089,1.4828647112
"cell2962","class3",0.1717349304,-1.8461452126
"cell2963","class3",1.1662413124,-1.6710278848
"cell2964","class3",0.2565297218,-1.5915989505
"cell2965","class3",-0.1200947753,-2.6069845045
"cell2966","class3",-0.6387948353,-1.7704444799
"cell2967","class3",-2.5403238327,-2.8581830399
"cell2968","class3",-1.2056792181,-1.9032371658
"cell2969","class3",-2.3311952472,-2.7660606004
"cell2970","class3",-1.6190325079,-3.4467006774
"cell2971","class3",-0.3682564697,-2.4875069619
"cell2972","class3",0.7377816493,0.2359701001
"cell2973","class3",-3.5254078165,-0.3985681083
"cell2974","class3",-2.1903961488,-1.7986212649
"cell2975","class3",-0.7298195583,-2.8754632146
"cell2976","class3",1.4120499752,-3.7386622399
"cell2977","class3",-3.1404725457,-2.4914409994
"cell2978","class3",-1.0235214026,-2.1118010751
"cell2979","class3",-1.1081400704,-2.5199968199
"cell2980","class3",0.5083179753,-1.4203028834
"cell2981","class3",-0.7049621598,-0.5376774373
"cell2982","class3",-1.6280099962,-1.4405374541
"cell2983","class3",-2.443314425,-1.1195019995
"cell2984","class3",-1.7422276126,-1.6298068727
"cell2985","class3",0.3142223329,-3.5106120555
"cell2986","class3",-0.2867901119,-1.736318456
"cell2987","class3",-1.3265572204,-1.6368080736
"cell2988","class3",-2.6162195432,-3.6821934516
"cell2989","class3",0.3410309772,-1.9311560212
"cell2990","class3",-1.4885753275,-1.0773539087
"cell2991","class3",-0.4059731464,-4.1907625448
"cell2992","class3",-0.3627821138,-2.2433273866
"cell2993","class3",-0.0297634773,-1.9434183961
"cell2994","class3",-1.0453938917,-1.2909733966
"cell2995","class3",1.0604243387,-0.0953980532
"cell2996","class3",-0.9250300818,-1.907160673
"cell2997","class3",-0.1193969179,-2.042978175
"cell2998","class3",-0.991571438,-1.9491733637
"cell2999","class3",-2.5411977362,-1.0187357842
"cell3000","class3",-1.7593950732,-4.3629439358
